File;Item Start;Item End;Left Context;Match;Right Context;Speaker;Survey;Task
cqead1gg.TextGrid;382.611;384.021;12 Npers. AD: C'est quand même;0412; bien. AD: Il est plus euh, li;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;384.021;386.021;. AD: Il est plus euh, libéral;0413;, (rires) AD: dans sa façon de;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;394.236;397.703;en fait moi je0112 m'intéresse;0411; au, à Npers, AD: euh, qui a é;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;397.703;401.793;qui a écrit euh, beaucoup pour;0412; la N.R.F.0413, des chronique0;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;397.703;401.793;h, beaucoup pour0412 la N.R.F.;0413;, des chronique0413s, AD: mais;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;397.703;401.793;2 la N.R.F.0413, des chronique;0413;s, AD: mais surtout des note04;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;401.793;402.886;13s, AD: mais surtout des note;0413;s. AD: En fait euh, AD: euh, i;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;409.165;413.696;l avait absolument rien à dire;0412;, mais tu sais qu'il notait un;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;409.165;413.696;sais qu'il notait un peu comme;0412; ça euh, AD: les truc0412s qu';CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;413.696;415.015;comme0412 ça euh, AD: les truc;0412;s qu'il pensait tout ça. AD: M;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;415.015;416.498;u sais il a jamais voulu faire;0411; une0411 oeuv0452re. AD: Pis e;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;415.015;416.498;l a jamais voulu faire0411 une;0411; oeuv0452re. AD: Pis en fait, ;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;415.015;416.498;s voulu faire0411 une0411 oeuv;0452;re. AD: Pis en fait, il s'est ;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;416.498;418.874;l s'est débattu longtemps pour;0412; pas êt0452re publié. AD: Pis ;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;416.498;418.874;attu longtemps pour0412 pas êt;0452;re publié. AD: Pis c'est ça. A;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;420.129;422.121;ils ont dit 'ben là, tu vas êt;0452;re publié'. AD: Pis il a dit c;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;422.121;422.89;ublié'. AD: Pis il a dit comme;0414; 'ah okay'. AD: Pis il était t;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;422.89;423.669;y'. AD: Pis il était très pauv;0454;re. AD: Pis il était pauv0452r;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;423.669;425.849;v0454re. AD: Pis il était pauv;0452;re toute0412 sa vie puis, euh.;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;423.669;425.849; Pis il était pauv0452re toute;0412; sa vie puis, euh. AD: On rent;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;428.198;430.896;s, euh, c'est ça. AD: Pis donc;0414;, je0132 travaille0412 sur0412;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;428.198;430.896;Pis donc0414, je0132 travaille;0412; sur0412 la note0413, euh. AD:;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;428.198;430.896;0414, je0132 travaille0412 sur;0412; la note0413, euh. AD: Pis là ;CQEAD1;CQE;Formal interview
cqead1gg.TextGrid;428.198;430.896; travaille0412 sur0412 la note;0413;, euh. AD: Pis là j'essayais d;CQEAD1;CQE;Formal interview
cqead1lg.TextGrid;1205.85;1207.28;quoi ça?> non, ça c'était cool;0413;, AD: c'était genre0412 juste0;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1207.28;1211.7;it cool0413, AD: c'était genre;0412; juste0421 un organi/ parce031;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1207.28;1211.7;3, AD: c'était genre0412 juste;0421; un organi/ parce0312 que1421 ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1207.28;1211.7;e0421 un organi/ parce0312 que;1421; il y a eum, Norganisme en tou;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1215.51;1218.38;ement. AD: Pis c'est à travers;0412; du Québec0411 en fait, à trav;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1215.51;1218.38; c'est à travers0412 du Québec;0411; en fait, à travers0412 le1122;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1215.51;1218.38; Québec0411 en fait, à travers;0412; le1122 Québec0412 il y a euh,;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1215.51;1218.38;t, à travers0412 le1122 Québec;0412; il y a euh, AD: Il y a des pr;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1218.38;1222.03;l y a des prestations poétique;0412;s juste1322ment un peu partout;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1218.38;1222.03;e1322ment un peu partout, avec;0412; des poète0412s de0122 la régi;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1218.38;1222.03;eu partout, avec0412 des poète;0412;s de0122 la région. AD: Là moi;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1222.03;1223.79; région. AD: Là moi ça a l'air;0412; que1122 j'étais poète0414, je;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1222.03;1223.79;'air0412 que1122 j'étais poète;0414;, je0132 sais pas trop. AD: J';CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1223.79;1226.04;rop. AD: J'ai été invitée, par;0412; Npers, AD: Nprenom participai;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1228.29;1235.46;gné Ncours, mais il est au doc;0414;, en eum, en lettre0423s. AD: ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1228.29;1235.46; au doc0414, en eum, en lettre;0423;s. AD: Pis euh, lui il est vra;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1235.46;1238.03;est vraiment tu sais dans plus;0412; la, AD: juste1322ment la perf;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1238.03;1241.69;: juste1322ment la performance;0412; poétique0414, puis un peu thé;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1238.03;1241.69;nt la performance0412 poétique;0414;, puis un peu théâtrale0412 tu;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1238.03;1241.69;que0414, puis un peu théâtrale;0412; tu sais. AD: Fait qu'il organ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1241.69;1246.89; sais. AD: Fait qu'il organise;0412; souvent des truc0412s comme04;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1241.69;1246.89; organise0412 souvent des truc;0412;s comme0412 ça, mais tu sais m;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1241.69;1246.89;12 souvent des truc0412s comme;0412; ça, mais tu sais moi j/ j/ j';CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1246.89;1251.5;ur l'occasion?> AD: Oui, genre;0413;, j'ai écrit comme0412 deux jo;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1246.89;1251.5;i, genre0413, j'ai écrit comme;0412; deux jour0411s avant, pis c'é;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1246.89;1251.5;j'ai écrit comme0412 deux jour;0411;s avant, pis c'était vraiment ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1246.89;1251.5;is c'était vraiment pas génial;0413;, ouf. AD: Mais euh, j'ai fait;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1252.73;1256.42; j'ai fait ça. AD: Pis en plus;0412;, ce0122 qui était cool0413, c;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1252.73;1256.42;lus0412, ce0122 qui était cool;0413;, c'est qu'ils nous payaient u;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1252.73;1256.42;c'est qu'ils nous payaient une;0412; bière0412 pis on avait vingt ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1252.73;1256.42;ls nous payaient une0412 bière;0412; pis on avait vingt piasse0412;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1252.73;1256.42;0412 pis on avait vingt piasse;0412;s de1122 cachet, fait que0112 ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1257.41;1260.06;tu y vas, là. AD: Vingt piasse;0412;s de1122 cachet pour0411 aller;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1257.41;1260.06;piasse0412s de1122 cachet pour;0411; aller lire0412 pendant trois ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1257.41;1260.06;122 cachet pour0411 aller lire;0412; pendant trois minute0413s, c';CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1257.41;1260.06; lire0412 pendant trois minute;0413;s, c'est pas si mal0412 là. EQ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1257.41;1260.06; minute0413s, c'est pas si mal;0412; là. EQ: Pis les gens payaient;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1261.72;1265.16;aiment dans le0112 Nlieu, donc;0412; c'est, comme0414, n'importe04;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1261.72;1265.16;2 Nlieu, donc0412 c'est, comme;0414;, n'importe0422 qui passe0413,;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1261.72;1265.16;12 c'est, comme0414, n'importe;0422; qui passe0413, arrête0413. AD;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1261.72;1265.16;e0414, n'importe0422 qui passe;0413;, arrête0413. AD: Ils re0212ga;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1261.72;1265.16;orte0422 qui passe0413, arrête;0413;. AD: Ils re0212garde0422nt ça;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1265.16;1267.25;rrête0413. AD: Ils re0212garde;0422;nt ça, il y avait quand même04;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1265.16;1267.25;22nt ça, il y avait quand même;0412; du monde0413, j'étais un peu ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1265.16;1267.25; avait quand même0412 du monde;0413;, j'étais un peu euh. EQ: Oui?;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1268.4;1270.02; ou? <AD: Ben il y avait juste;0421;> AD: un micro pis genre0411 u;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1270.02;1272.57;te0421> AD: un micro pis genre;0411; un euh, un haut-parleur0413. ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1270.02;1272.57;re0411 un euh, un haut-parleur;0413;. AD: Pis c'était ben correc04;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1272.57;1275.54;13. AD: Pis c'était ben correc;0452;t là, on avait pas be1212soin ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1272.57;1275.54;1212soin vraiment de0112 d'aut;0452;re chose0413, c'était cool0413;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1272.57;1275.54;iment de0112 d'aut0452re chose;0413;, c'était cool0413. EQ: Oui, c;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1272.57;1275.54;0452re chose0413, c'était cool;0413;. EQ: Oui, c'est chouette. <AD;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1276.41;1280.41;e0132 vas essayer de1112 genre;0412;, mett0452re des nouveaux, pne;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1276.41;1280.41;essayer de1112 genre0412, mett;0452;re des nouveaux, pneus, des, d;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1280.41;1283.43;aux, pneus, des, des, AD: tube;0411;s après mon vélo pour0411 alle;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1280.41;1283.43; tube0411s après mon vélo pour;0411; aller faire0412 du vélo un pe;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1280.41;1283.43; mon vélo pour0411 aller faire;0412; du vélo un peu plus souvent, ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1283.43;1284.93;souvent, AD: avant qu'il fasse;0412; froid. AD: Pis on se0112 prév;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1284.93;1287.75;prévoit sûre0312ment, j'ai une;0412; nouvelle0412 voiture0413, mon;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1284.93;1287.75;312ment, j'ai une0412 nouvelle;0412; voiture0413, mon père0412 m'a;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1284.93;1287.75;i une0412 nouvelle0412 voiture;0413;, mon père0412 m'a ache0312té ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1284.93;1287.75;elle0412 voiture0413, mon père;0412; m'a ache0312té un char0413. A;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1284.93;1287.75;ère0412 m'a ache0312té un char;0413;. AD: Je0132 sais pas p/, je01;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1287.75;1290.86;uoi, mais ça lui a coûté genre;0414;, comme0412 huit mille0412 pia;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1287.75;1290.86;a lui a coûté genre0414, comme;0412; huit mille0412 piasse0413s, A;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1287.75;1290.86;enre0414, comme0412 huit mille;0412; piasse0413s, AD: pis il m'a a;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1287.75;1290.86;omme0412 huit mille0412 piasse;0413;s, AD: pis il m'a ache0312té u;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1290.86;1292.06; pis il m'a ache0312té un char;0413;. EQ: Okay. AD: Fait que0112 l;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1292.58;1293.98;ue0112 là j'ai un nouveau char;0413;. AD: Pis euh, fait que0112 là;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1297.86;1301.94;e0312ment aller euh, AD: genre;0411; à l'île0412 d'Orléans, une041;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1297.86;1301.94;ler euh, AD: genre0411 à l'île;0412; d'Orléans, une0412 fois qu'on;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1297.86;1301.94;411 à l'île0412 d'Orléans, une;0412; fois qu'on va avoir0412 genre;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1297.86;1301.94;s, une0412 fois qu'on va avoir;0412; genre0414, la tête0412 libéré;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1297.86;1301.94; fois qu'on va avoir0412 genre;0414;, la tête0412 libérée de1112 t;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1297.86;1301.94;a avoir0412 genre0414, la tête;0412; libérée de1112 tous0412 nos t;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1297.86;1301.94;a tête0412 libérée de1112 tous;0412; nos truc0413s. AD: Parce0312 ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1297.86;1301.94;bérée de1112 tous0412 nos truc;0413;s. AD: Parce0312 que1422 lui a;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1301.94;1306.35;s truc0413s. AD: Parce0312 que;1422; lui aussi faut qu'il dépose24;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1306.35;1308.32;it que2113 euh, ça c'est genre;0412; que2123 euh. AD: On va se0112;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1310.21;1311.68; la fin du mois on se0112 gâte;0413;. AD: On s'en va soit à l'île0;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1311.68;1313.94;3. AD: On s'en va soit à l'île;0412; d'Orléans ou euh. AD: Dans la;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1313.94;1319.83;si ça se0212rait bien, là, jus;0452;te comme0413 (bruit de bouche);CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1313.94;1319.83;rait bien, là, jus0452te comme;0413; (bruit de bouche), tirer la p;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1313.94;1319.83;ruit de bouche), tirer la plug;0412; là, c'est euh, my God0413. EQ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1313.94;1319.83;plug0412 là, c'est euh, my God;0413;. EQ: Vous allez-tu avoir c'es;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1322.92;1327.27;ravaille2413 euh, il travaille;0411; aussi là, mais euh (bruit de ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1329.73;1333.99;ui, oui oui. AD: C'est pas mal;0412; ça, ce0132 que1122 je0112 fai;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1333.99;1335.2;0132 lis puis euh. AD: Ben jus;0453;te. <EQ: Tu joues à des jeux v;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1337.22;1338.86;re) Je0132 joue à Civilisation;0413;. EQ: Heille c'est bon, hein? ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1342.65;1344.79;j/ on. AD: Pis là, le0132 pire;0412; c'est que0112 j'en avais parl;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1344.79;1346.27;pers. AD: Pis là j'étais comme;0413;, 'hein, on pourrait jouer ens;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1344.79;1346.27;hein, on pourrait jouer ensemb;0453;le'. AD: Mais là c'est parce03;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1346.27;1350.82;u'il s'est déve0312loppé comme;0411; une0411 espèce0412 de1122 goû;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1346.27;1350.82;st déve0312loppé comme0411 une;0411; espèce0412 de1122 goût pronon;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1346.27;1350.82;loppé comme0411 une0411 espèce;0412; de1122 goût prononcé pour0412;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1346.27;1350.82;0412 de1122 goût prononcé pour;0412; le1122 jeu de0212puis qu'il a;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1350.82;1352.98;e1312reux jouer à ce1112 genre;0412; de1122 truc0413. <EQ: Oui,> E;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1350.82;1352.98;à ce1112 genre0412 de1122 truc;0413;. <EQ: Oui,> EQ: j'avais le de;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1352.98;1355.09;lle, j'ai joué longtemps l'aut;0452;re fois, là.> AD: Je1132 joue ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1356.61;1358.44;AD: Parce0312 que1122> AD: sur;0412; mon vieil0411 ordi, après ça ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1356.61;1358.44;que1122> AD: sur0412 mon vieil;0411; ordi, après ça je0112 me1122 ;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1356.61;1358.44;1122 suis ache0312té un portab;0453;le, AD: mais sur0412 mon vieil;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1358.44;1360.37; un portab0453le, AD: mais sur;0412; mon vieil0411 ordi, le1132 qu;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1358.44;1360.37;le, AD: mais sur0412 mon vieil;0411; ordi, le1132 quat0452re march;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1358.44;1360.37;on vieil0411 ordi, le1132 quat;0452;re marchait pas. EQ: Okay. AD:;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1365.84;1367.47;ue1122 c'est le1112 fun, genre;0413;. AD: C'est telle0312ment amus;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1367.47;1370.35;t telle0312ment amusant. L'aut;0452;re fois je0112 me1122 suis gen;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1367.47;1370.35; fois je0112 me1122 suis genre;0412; couchée à quatre0421 heure041;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1367.47;1370.35;uis genre0412 couchée à quatre;0421; heure0412s du matin. AD: J'ét;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1367.47;1370.35;412 couchée à quatre0421 heure;0412;s du matin. AD: J'étais comme0;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1370.35;1375.44;2s du matin. AD: J'étais comme;0413;, pis là j'étais déjà rendue e;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1370.35;1375.44;à j'étais déjà rendue en mille;0412; six cent dix0411 après Jésus-;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1370.35;1375.44;ndue en mille0412 six cent dix;0411; après Jésus-Christ là tu sais;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1377.68;1380.68;ucléaires? AD: Non, pas encore;0413;. <EQ: Quel c'est, est-ce qu'i;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1377.68;1380.68;e qu'il y a des s/> pas encore;0412; rendue <EQ: des s/,> au fasci;CQEAD1;CQE;Informal interview
cqead1lg.TextGrid;1377.68;1380.68;ndue <EQ: des s/,> au fascisme;0422; là, non. EQ: il y a-tu des (r;CQEAD1;CQE;Informal interview
cqead1tg.TextGrid;0;2.89088;       Le1132 Premier Ministre;0421; ira-t-il0411 à Beaulieu? Le11;CQEAD1;CQE;Read text
cqead1tg.TextGrid;0;2.89088; Premier Ministre0421 ira-t-il;0411; à Beaulieu? Le1132 village041;CQEAD1;CQE;Read text
cqead1tg.TextGrid;2.89088;5.20707;411 à Beaulieu? Le1132 village;0412; de1122 Beaulieu est en grand ;CQEAD1;CQE;Read text
cqead1tg.TextGrid;5.20707;10.99; émoi. Le1132 Premier Ministre;0421; a en effet décidé de1112 fair;CQEAD1;CQE;Read text
cqead1tg.TextGrid;5.20707;10.99;a en effet décidé de1112 faire;0411; étape0412 dans cette0412 comm;CQEAD1;CQE;Read text
cqead1tg.TextGrid;5.20707;10.99; décidé de1112 faire0411 étape;0412; dans cette0412 commune0411 au;CQEAD1;CQE;Read text
cqead1tg.TextGrid;5.20707;10.99;faire0411 étape0412 dans cette;0412; commune0411 au cour0412s de11;CQEAD1;CQE;Read text
cqead1tg.TextGrid;5.20707;10.99;ape0412 dans cette0412 commune;0411; au cour0412s de1122 sa tourné;CQEAD1;CQE;Read text
cqead1tg.TextGrid;5.20707;10.99; cette0412 commune0411 au cour;0412;s de1122 sa tournée de0112 la ;CQEAD1;CQE;Read text
cqead1tg.TextGrid;10.99;14.6728;n d'année. Jusqu'ici, les seul;0412;s tit0452res de1122 gloire0412;CQEAD1;CQE;Read text
cqead1tg.TextGrid;10.99;14.6728;. Jusqu'ici, les seul0412s tit;0452;res de1122 gloire0412 de1122 B;CQEAD1;CQE;Read text
cqead1tg.TextGrid;10.99;14.6728;0412s tit0452res de1122 gloire;0412; de1122 Beaulieu étaient son v;CQEAD1;CQE;Read text
cqead1tg.TextGrid;10.99;14.6728;lieu étaient son vin blanc sec;0413;, ses che1212mise0411s en soie;CQEAD1;CQE;Read text
cqead1tg.TextGrid;14.6728;16.1212;blanc sec0413, ses che1212mise;0411;s en soie, un champion local04;CQEAD1;CQE;Read text
cqead1tg.TextGrid;16.1212;18.7628;11s en soie, un champion local;0412; de1122 course0421 à pied, Lou;CQEAD1;CQE;Read text
cqead1tg.TextGrid;16.1212;18.7628;ampion local0412 de1122 course;0421; à pied, Louis Garret, quatriè;CQEAD1;CQE;Read text
cqead1tg.TextGrid;18.7628;21.5985; pied, Louis Garret, quatrième;0411; aux jeux (rire) olympique0412;CQEAD1;CQE;Read text
cqead1tg.TextGrid;18.7628;21.5985;0411 aux jeux (rire) olympique;0412;s de1122 Berlin en mille0412 n;CQEAD1;CQE;Read text
cqead1tg.TextGrid;18.7628;21.5985;ue0412s de1122 Berlin en mille;0412; neuf0412 cent trente0412-six0;CQEAD1;CQE;Read text
cqead1tg.TextGrid;18.7628;21.5985;e1122 Berlin en mille0412 neuf;0412; cent trente0412-six0413, et p;CQEAD1;CQE;Read text
cqead1tg.TextGrid;18.7628;21.5985;mille0412 neuf0412 cent trente;0412;-six0413, et plus récemment, s;CQEAD1;CQE;Read text
cqead1tg.TextGrid;18.7628;21.5985;2 neuf0412 cent trente0412-six;0413;, et plus récemment, son usine;CQEAD1;CQE;Read text
cqead1tg.TextGrid;21.5985;24.3036;, et plus récemment, son usine;0412; de1122 pâte0411s italienne041;CQEAD1;CQE;Read text
cqead1tg.TextGrid;21.5985;24.3036;ent, son usine0412 de1122 pâte;0411;s italienne0413s. Qu'est-ce011;CQEAD1;CQE;Read text
cqead1tg.TextGrid;21.5985;24.3036;412 de1122 pâte0411s italienne;0413;s. Qu'est-ce0112 qui a donc041;CQEAD1;CQE;Read text
cqead1tg.TextGrid;24.3036;27.2434;413s. Qu'est-ce0112 qui a donc;0412; valu à Beaulieu ce1112 grand ;CQEAD1;CQE;Read text
cqead1tg.TextGrid;24.3036;27.2434; Beaulieu ce1112 grand honneur;0413;? Le1131 hasar0414d, tout bête;CQEAD1;CQE;Read text
cqead1tg.TextGrid;27.2434;28.5205;rand honneur0413? Le1131 hasar;0414;d, tout bête0212ment, car0412 ;CQEAD1;CQE;Read text
cqead1tg.TextGrid;28.5205;34.5379;r0414d, tout bête0212ment, car;0412; le1122 Premier Minist0454re, ;CQEAD1;CQE;Read text
cqead1tg.TextGrid;28.5205;34.5379; car0412 le1122 Premier Minist;0454;re, laissé, lassé oui, lassé d;CQEAD1;CQE;Read text
cqead1tg.TextGrid;28.5205;34.5379;i, lassé des circuits habituel;0412;s qui tournaient toujour0411s ;CQEAD1;CQE;Read text
cqead1tg.TextGrid;28.5205;34.5379;el0412s qui tournaient toujour;0411;s autour0412 des même0412s vil;CQEAD1;CQE;Read text
cqead1tg.TextGrid;28.5205;34.5379;tournaient toujour0411s autour;0412; des même0412s ville0413s, ve ;CQEAD1;CQE;Read text
cqead1tg.TextGrid;28.5205;34.5379;ujour0411s autour0412 des même;0412;s ville0413s, veut découvrir0 ;CQEAD1;CQE;Read text
cqead1tg.TextGrid;28.5205;34.5379;autour0412 des même0412s ville;0413;s, veut découvrir0412 ce1122  ;CQEAD1;CQE;Read text
cqead1tg.TextGrid;34.5379;37.6464; 2s ville0413s, veut découvrir;0412; ce1122 qu'il0411 appelle0412 ;CQEAD1;CQE;Read text
cqead1tg.TextGrid;34.5379;37.6464;eut découvrir0412 ce1122 qu'il;0411; appelle0412 la campagne0412 p;CQEAD1;CQE;Read text
cqead1tg.TextGrid;34.5379;37.6464;r0412 ce1122 qu'il0411 appelle;0412; la campagne0412 profonde0413.;CQEAD1;CQE;Read text
cqead1tg.TextGrid;34.5379;37.6464;il0411 appelle0412 la campagne;0412; profonde0413. Le1132 maire041;CQEAD1;CQE;Read text
cqead1tg.TextGrid;34.5379;37.6464;e0412 la campagne0412 profonde;0413;. Le1132 maire0412 de1122 Beau;CQEAD1;CQE;Read text
cqead1tg.TextGrid;37.6464;39.4174;412 profonde0413. Le1132 maire;0412; de1122 Beaulieu, Marc1422 Bla;CQEAD1;CQE;Read text
cqead1tg.TextGrid;37.6464;39.4174;aire0412 de1122 Beaulieu, Marc;1422; Blanc, est en re1212vanche04 ;CQEAD1;CQE;Read text
cqead1tg.TextGrid;39.4174;41.092; 22 Blanc, est en re1212vanche;0412; très inquiet. La cote0412 du ;CQEAD1;CQE;Read text
cqead1tg.TextGrid;41.092;44.2035;nche0412 très inquiet. La cote;0412; du Premier Minist0452re ne112;CQEAD1;CQE;Read text
cqead1tg.TextGrid;41.092;44.2035; La cote0412 du Premier Minist;0452;re ne1122 cesse0412 de1122 bai;CQEAD1;CQE;Read text
cqead1tg.TextGrid;41.092;44.2035;mier Minist0452re ne1122 cesse;0412; de1122 baisser de1212puis les;CQEAD1;CQE;Read text
cqead1tg.TextGrid;44.2035;52.2633;les élections. Comment en plus;0411; éviter, en plus, comment en p;CQEAD1;CQE;Read text
